139004,10929926,1
890544,17349289,4
840554,83474052,3
677196,28063709,2
329594,67614295,4
156562,56099211,5
943462,73137145,4
944415,76087623,1
485612,60553494,5
563353,67071338,2
588065,68430248,1
149011,55491135,3
620134,60707324,3
901981,32630710,5
119005,84373302,4
138327,92018465,4
678754,66698409,4
147806,98188120,1
285516,55478511,2
605656,25861242,1
623737,43197255,3
951732,66553962,4
281202,75800815,5
805982,37991308,4
458582,31376959,2
787870,59323017,1
921776,43966054,3
774837,75689921,1
872161,69788688,5
486126,98542950,1
903709,65192715,5
949367,12598643,4
318685,61081615,3
350756,12834403,3
941915,17756311,3
318075,47041299,2
758015,74954265,4
950556,16071112,2
726807,66390412,2
547031,81165049,4
991604,47912739,2
187812,41524443,5
891128,63924151,3
811992,87681775,1
153247,64042612,3
288989,32480198,5
423785,43508943,5
499135,81735743,5
510035,63621715,3
160359,33223499,4
313972,90207456,3
792168,44566720,5
755087,61183511,2
495646,43366564,1
919692,93876740,3
629731,96030577,1
101648,91394102,1
860498,86571214,1
499697,96667721,2
479629,55870401,4
492544,61302907,4
177174,42318972,3
603409,52029635,5
756816,70821473,1
849771,84584586,2
435395,52625480,2
156687,98994987,4
958121,17260445,5
619249,33895167,4
167438,56312593,3
475499,66069486,5
753758,30111679,4
462660,22822667,2
645617,89138103,1
170762,65000924,4
675554,93160858,5
799508,46741558,5
826782,92008560,4
607416,53145716,1
964336,48565546,5
478863,87780793,3
304295,54407738,5
969750,68058448,5
352936,49191521,1
234511,40348287,5
376564,47328888,3
819287,41867706,2
318866,39542150,4
962355,10661441,3
829866,59548577,4
435916,91172947,3
220022,35348926,3
872791,73409860,3
755421,86900124,3
223016,34886884,4
572573,84775349,4
182567,43997753,4
214394,84415024,5
799910,66523467,3
174799,71696735,1
198518,57071416,2
269275,30457119,2
688943,70196364,4
559409,45113823,3
516885,69073633,3
788848,39289050,1
498241,10051833,5
637633,75676945,1
245606,52454551,4
821198,28895446,5
837938,34136840,5
347800,70726187,5
379896,38114018,3
854976,15717510,1
386426,21542840,3
380900,65712135,5
393013,94133737,2
303759,78575978,2
519447,61012262,1
340200,96428549,2
205982,93725201,1
625814,99933133,4
662802,57630779,1
133850,85736467,2
645599,51935678,5
840590,93867925,2
447495,81981810,5
292159,83389655,3
201286,44505644,1
388923,69418170,2
684619,46913105,5
149390,10091243,2
656055,93631601,4
404378,66681057,1
100143,21664110,4
538856,12966352,2
813188,25561370,1
555440,23222154,5
190089,53701282,4
148024,21805030,4
438655,22556520,3
557496,68152428,5
523322,31853143,4
889395,49760800,3
626265,49082542,5
921808,84234347,1
932786,32473586,5
124950,41184062,2
973324,57081680,5
369832,27142823,3
899705,82839141,5
558496,32145082,2
767708,54246627,5
540049,39284413,2
363727,40350044,5
397363,36519756,4
148836,94102372,5
387878,44167827,2
469884,87842057,4
730547,78748945,5
517908,39143839,5
929666,28023636,2
631370,69004694,3
398434,56308303,1
413089,41642790,1
868774,53786243,4
385878,39901743,4
180671,72053724,1
735900,16282354,4
833805,69283380,3
489935,85690034,1
584867,56823846,5
116395,60243491,1
570934,40320350,5
173469,91234685,5
718078,21586260,2
933790,20890839,1
617877,41731924,5
878507,95638362,4
843867,14732177,5
171458,85129777,3
411614,56382555,1
712872,87856401,2
365078,45994225,4
295769,42334321,5
649975,18237661,4
257360,59630354,1
579326,25404277,1
479570,18286899,2
736193,12828227,3
855121,23029830,5
802708,41291697,4
116828,68725326,1
811083,41738729,5
538640,61082617,4
505063,57640085,2
743390,83287122,3
926716,24014643,3
372369,51998574,2
215027,95026897,2
374858,47493285,5
108355,88044741,2
589566,52451591,2
329405,10167770,3
763799,85077956,1
901477,96233687,1
453895,64491030,3
476885,71180563,2
198228,49717402,4
370153,34688687,5
710000,56440782,2
709551,64311565,5
929762,30641927,5
251403,54968497,4
808370,11064136,1
104230,29526903,1
483330,65062904,2
709092,22774937,3
471296,56471483,2
237815,55493145,2
305878,92025381,1
763611,56304721,2
519538,51877443,5
888287,33855746,1
145195,46275956,1
196179,14787813,3
911367,77512532,1
416857,59792074,5
501339,87243889,5
762520,37674138,2
484620,53911748,2
313119,77303163,4
760697,34117999,3
428046,19878567,3
404386,60472954,2
325220,83352721,1
689485,29159751,5
536768,63252740,4
540644,48957631,2
290067,29510825,5
212967,76467891,2
273802,83584487,1
244782,13066408,3
996750,40191294,4
540951,18673871,5
758540,14417365,1
828417,95192485,2
524653,52898199,4
211683,32652852,2
739988,35827165,5
889228,95953841,2
898874,56880837,3
745050,60169913,2
931471,85488360,3
285805,57061790,2
282095,11566288,1
200813,21473615,5
722996,33831731,1
663741,55483908,5
424692,66753274,2
690052,33050368,4
432757,78538471,4
265011,29815630,4
955200,29362084,4
940566,92559116,2
755659,48475463,4
392999,28612202,4
377330,15642198,5
612090,84127657,5
799876,50288912,4
652703,79952915,4
432564,76785762,4
653634,75883102,4
657171,90930920,4
863631,46849988,4
431924,16029109,1
910148,77388771,2
801236,96893220,1
774084,46166717,4
493533,82769245,5
658369,33424091,5
110581,44438838,5
870256,14759616,2
799813,70630966,3
279368,35361739,5
237972,26637457,3
343186,12753063,4
451656,15848749,1
835680,85165484,1
189034,98274526,2
629763,16331700,2
321137,35803846,3
941397,57689552,2
277285,15270257,1
944337,63382001,1
353511,53534188,5
693173,50472340,4
230489,60121242,4
499213,80060677,5
919247,65212874,2
660036,55461997,3
824843,14698030,2
259988,73846795,2
882130,47815895,3
319425,14555165,3
258977,34520320,5
828605,97082607,2
331861,69083426,2
971385,11998906,5
484897,91607233,4
561263,81876565,3
835323,19267386,1
939695,74763309,3
848164,35232630,2
495022,25694564,5
992405,89075376,3
716984,98663906,4
211677,93928667,4
818671,61454485,3
388343,28082960,1
259606,20233978,1
847444,34364754,4
934037,38146042,2
914539,85838172,1
824356,86668509,1
490451,49077487,4
131119,50144168,1
601416,43880367,4
964775,96628210,3
839526,73613611,1
735767,20915384,3
553001,89092472,2
967222,25888760,4
518179,73688236,3
693776,67498095,1
615682,98862938,4
248046,37166580,3
902960,21228086,1
316484,49044102,3
236885,24436262,3
143645,87350482,5
907818,75104440,2
703905,21244044,2
337834,22511485,3
113840,74849041,1
836905,84207869,1
280983,94517744,5
348036,62587021,3
644740,88964766,1
366537,18883317,5
669751,13887011,4
730680,26624494,1
393134,51455818,5
211533,12490535,2
228242,31380707,5
197504,79147808,1
315535,33708127,2
711877,68761150,3
822197,48488731,1
570006,47455916,3
320447,72417109,4
582615,79636406,1
973701,34572270,1
706115,14579038,3
664028,24013738,4
700450,78290473,2
132260,46099163,4
884511,21001891,2
237912,30980568,2
378886,39541393,2
146498,10631227,1
296043,79258933,2
304201,69285631,1
731685,98543582,4
331309,74219102,4
635109,46943741,2
742605,11307721,4
132481,26140325,1
637363,50665218,5
491514,43991622,5
452051,17557931,4
913212,86005780,3
212575,14221520,1
946256,49075640,2
917149,71396655,2
765890,66947456,4
849878,30059186,3
247397,83823736,3
433109,12169377,5
229969,60742231,5
992477,71184062,3
388845,44300781,4
243493,90345231,5
470060,27970618,4
351745,42563529,5
525969,12366885,1
461133,12042085,2
761762,46919856,5
305145,28313998,5
628685,72621791,2
254133,25441451,1
485793,47524605,3
558255,90429569,1
974126,82616490,3
929994,24018277,5
547525,30549017,5
342981,67791805,5
392941,52281139,4
268173,88030991,2
323744,24794181,5
831482,28656398,1
192659,79562021,5
993198,16180025,1
565581,98101311,3
124084,30545444,4
937074,32888369,4
659071,42407757,3
758589,52846494,4
406719,18965853,2
909637,76037301,3
892684,10970084,5
366372,37532225,1
116668,47810486,4
238732,65754497,4
625712,91796423,1
552393,12281577,4
144031,35478614,4
540047,75040061,4
296203,48918288,3
693777,11816175,1
240759,84293183,3
136726,75564783,1
531543,45883748,4
876399,80426264,3
914841,35426329,3
514634,73249569,3
894465,10974163,3
153043,26593292,5
201598,37967269,3
304690,64103976,3
666525,71060951,2
331156,47212909,1
577617,79530819,1
364469,90774280,4
275226,43375343,5
300578,31313037,2
946798,72875944,5
225616,30189563,3
697596,41660894,4
684789,22443456,1
628876,51374632,1
230524,77408921,4
300048,10995980,3
833812,42100017,5
119684,52423999,2
247706,50080893,2
183232,51870659,3
355639,98082703,1
582009,15705900,5
602463,69367346,1
786879,40478260,5
671586,84371008,1
138232,12579832,4
560885,81718026,1
530707,69744396,5
675691,40551966,2
532859,88671461,4
651676,21556107,3
166050,25039686,5
922250,78620264,2
202377,81528095,3
473785,88473547,3
364227,11669820,5
330683,28614075,5
321380,39496967,4
529337,45575656,5
572665,85290680,2
347430,84235940,5
240096,80685022,3
374693,87947537,2
781831,67369903,2
533894,92259056,5
616075,81725142,2
690587,14727175,1
215807,89943141,4
975800,24194627,2
674051,16147510,3
832908,82275919,1
970439,16443822,2
454906,62965239,4
131081,37098095,3
264006,82753761,4
105505,86302997,4
791568,34733091,2
761690,69925345,3
756967,36774405,5
387762,39733677,4
886974,15991875,5
395332,36468407,3
146473,68722886,5
438696,30602110,2
322564,76842110,2
864285,41840995,2
248717,45419016,1
911390,98280256,3
772875,87493783,2
607102,59523629,5
372178,23700738,5
240211,13066640,3
288206,28804471,4
361808,77543050,5
260076,90603486,5
772863,80905664,1
733243,98123532,4
569328,36737943,1
370341,84469019,4
936164,49685052,3
798520,21769252,3
908897,69315560,5
360067,42168329,3
778976,13163936,3
299996,94034690,3
763823,79083747,2
636024,48583237,4
565518,78039259,1
885154,35149011,1
654999,52069289,1
491995,71077370,5
647510,78337454,5
661973,44992200,5
871051,13919785,5
490409,39147857,5
384103,55474888,1
755266,46953669,3
943961,26656202,4
609759,14064492,4
834409,16764932,5
740577,37518272,3
718003,26824506,3
702878,55145619,1
924023,20375881,3
910439,98097325,3
939634,16606304,4
600931,61829754,5
727857,86630406,2
925043,55240257,4
402755,26234466,4
139491,12852687,3
931823,60527737,1
446511,70787723,4
948924,91317444,5
710496,66041049,4
344442,75776122,3
199586,74323068,2
234514,46733188,5
808866,33799858,5
831381,24686720,3
272193,47564603,5
357817,88251659,1
194293,86558749,5
651322,80327263,2
981930,44849480,2
203213,99081460,2
812681,74861447,5
