633091,94294737,4
876909,38958376,4
689222,44798065,5
690337,24637672,4
882384,95159215,5
332688,81575946,1
479800,97425606,3
688856,13571628,1
934106,19325446,5
679478,32370089,2
534026,50360385,5
996055,22911087,2
644418,25145350,1
149927,17083022,3
462090,62428099,1
148081,63166366,2
518475,75647467,1
530969,67406506,3
897565,17988182,4
369666,18330893,5
833528,82093349,1
495861,39564965,4
114100,46968466,4
361393,37029532,1
919752,15265849,4
481514,56742353,4
631216,21194509,1
240455,83474683,5
147431,45147322,4
831705,14298432,1
565254,66145385,2
781621,16917014,4
532647,28957676,1
565856,54664573,2
160746,22154498,1
366894,81809173,3
972245,40146302,1
314414,51642079,4
953904,70782779,2
176325,34957442,2
313679,49387883,3
336011,26090754,4
442869,23574764,3
890892,36715798,3
407035,82273396,4
397865,26077272,1
996229,15312883,1
983058,73208471,5
326011,30313028,5
973971,70548964,5
734751,35196252,4
531679,35922528,3
641796,28862121,2
938392,72948878,3
624699,80693046,3
699061,95863563,1
470357,32705268,1
124860,66293658,3
526260,38238971,4
198030,25014194,3
936620,88629364,1
875140,34094139,3
531913,79736227,4
268469,31035225,3
448700,14376732,2
919140,31235020,4
878534,51912014,3
537003,68521457,5
622882,72267190,1
639791,50895911,2
877320,29075605,5
740160,23192702,4
732991,24613963,1
739778,29998998,1
795174,54157300,5
935155,17859040,4
523688,39189530,3
976405,47902702,5
228500,14999262,2
243439,36494007,4
485408,98209337,2
189767,12721860,4
145001,11201509,2
874763,29450088,2
913326,71227348,1
337964,31956287,1
672553,67588492,3
383013,52315589,2
209459,15148168,2
381183,37886951,4
234356,87612576,5
539026,79790910,5
159460,10104289,5
964696,79662498,1
385415,72154219,1
699530,63640390,2
460644,75598383,5
406456,90446343,3
142892,32312598,5
401860,32019973,4
671178,67407982,2
129099,66063118,4
370763,78054436,1
410712,57086645,5
498109,49210390,1
847576,44475049,1
167207,88630310,1
238613,89726579,3
691334,27236478,4
487618,91665570,4
671877,83570764,2
498727,67869317,1
815663,19126198,2
298985,79569743,2
294147,33753906,5
522884,46941217,1
270157,30050403,2
346921,69812659,2
912732,87414935,4
124493,89902515,4
547661,44162475,5
718702,26720019,3
336964,41339622,2
797409,67998469,5
791549,94474756,5
745705,94259602,3
608320,65860950,3
990645,75320674,3
915260,45649259,3
940568,71437912,2
377610,15214696,4
211977,46849103,1
439367,50211642,2
582892,36127592,4
249646,89888276,4
365886,60180975,4
275781,11258016,4
267179,61984650,4
286275,48546700,2
174523,63208521,5
417265,55392642,1
262234,49486749,4
153473,79533527,3
169571,29282097,1
161126,92819222,5
579763,90781620,5
503050,45897016,5
160940,93096922,2
950439,62496491,4
340036,18033273,3
163660,65061348,2
412239,83399372,5
874092,49342278,5
310741,22818203,4
527356,94427944,3
494515,51459876,3
733003,29679398,2
863966,88932286,1
369447,86466493,2
586064,23188826,4
848307,67668418,1
799789,62636559,3
976539,31118026,1
612136,93672152,2
164425,34352398,3
255162,11716985,1
465403,92488294,5
242210,69860779,5
346654,81850711,4
458911,60425316,3
290507,13076286,1
151900,81816937,2
603959,94229678,3
961354,31696106,4
151025,94579209,4
352878,10753968,4
635098,74828376,2
475305,75895655,5
272210,42956384,2
411180,82815397,4
249052,25211921,4
153535,97595793,1
558763,43387526,3
680680,24325246,1
978974,41967414,3
574677,63230110,1
431677,30557387,5
203797,19458488,2
354896,51949449,4
901460,12060395,3
923227,80422635,4
504082,27787226,4
892296,64642952,5
796481,77975214,4
501059,44568026,5
576539,95980708,2
351138,86495008,5
520481,36254928,4
414359,98122195,3
593762,12237477,5
152921,27428067,3
801542,39787859,2
246067,47772809,4
943411,12547767,2
914532,36526358,3
415729,46934588,3
742588,84656712,2
863841,78014000,3
844831,16297440,3
178731,30864788,4
585951,21730095,3
526292,94093757,1
874578,16534552,2
841159,84035216,5
975294,29960590,3
279225,62825399,4
954482,30960140,4
181561,71163159,1
771592,87872428,5
733847,93261321,5
623597,47788461,5
868110,66396182,1
146831,19794751,4
885294,78569674,1
375428,93903552,4
746893,29661489,3
450848,80683280,2
233335,44057570,1
532440,78747089,5
420378,37567037,4
871939,31310766,3
785653,55601838,1
952798,44681444,4
346495,66746846,3
965960,91705460,3
843840,94151005,3
415570,92157287,4
634138,51926902,2
492007,41130193,4
650818,17737329,4
441216,76408905,5
327709,22331572,1
184285,64873515,5
762536,71518551,3
675507,36622511,2
435671,99991487,5
445032,25760741,1
384507,86965036,3
873124,36847951,1
686232,16576390,2
724487,47601160,1
618038,72738709,3
950248,40155614,4
837210,42668974,3
146232,46930438,4
214329,50923458,3
473854,11122219,1
965828,32372895,4
362326,86648482,5
197028,47613447,4
523005,75549910,1
212401,40954419,1
125046,41339191,5
162976,95463280,5
127010,38992349,2
709444,42550009,4
314289,33658340,3
968936,78625963,3
775087,41658484,2
735321,92918404,1
122032,77100429,4
758588,86235978,1
391980,73014626,1
300885,82555162,5
196452,15251809,4
200103,53605993,5
442004,38456433,4
493247,34091908,3
451199,37474071,4
115818,14195657,3
686237,35196489,5
437033,73176835,3
967784,58278317,5
750933,14118937,1
211997,74375731,5
682946,46689216,5
170121,34513536,5
340594,39136691,3
644894,30366169,5
919833,34343980,2
709270,65124183,2
894923,25180369,2
747297,28883389,1
642698,44350016,2
921961,27326024,5
150623,15271928,3
566627,94343661,3
976031,15880265,1
548252,36548380,2
438259,83491704,1
125203,37165718,2
217450,27965960,2
835420,53776077,2
573375,85507587,2
437461,71323791,5
581634,65766930,2
576855,93628454,4
343286,35637088,4
218218,82641290,5
247486,92385120,2
753081,67084283,2
826620,19542853,3
828822,73785696,4
362905,48208236,3
985021,90257932,5
966193,52615115,4
925538,64868736,1
716041,79105272,3
172904,28171651,5
966556,20291459,2
501929,94603259,3
369540,35855483,2
116282,85577102,2
742718,25120813,2
636439,79930167,3
995673,97054366,5
824901,86730274,4
778300,60586897,2
456563,89211318,5
656176,53093097,2
477895,65395670,5
537104,92983150,2
362949,43748746,1
334310,37401092,3
762108,57058784,4
368853,47660440,1
330780,21604832,4
497104,89568672,1
868884,90203319,5
388310,99407782,2
877871,64895278,4
340274,10507388,1
690027,86020301,5
281434,84783569,5
479500,46807427,2
616644,26310795,2
374975,59164527,1
547542,20512608,5
981238,85249649,5
492393,67998268,1
236836,71528516,4
778007,16368583,2
407887,46776225,1
353716,28628826,5
424763,39503848,3
494866,73277912,1
246589,69264892,5
586465,29155738,1
143721,43359275,1
104914,61686682,4
160146,91301626,2
660372,26425660,1
